name,price,type,efficiency,wattage,modular,color
be quiet! Pure Power 11,,ATX,bronze,350,false,Black
Cougar SL400,,ATX,,400,false,
Cougar RX500,,ATX,plus,500,false,
Antec True Power,,ATX,bronze,650,Full,
Silverstone Strider,,ATX,silver,750,Full,
Thermaltake TR2,,ATX,plus,700,false,
Deepcool PM500D,,ATX,gold,500,false,Black
be quiet! System Power U9,,ATX,bronze,400,false,Black
Cooler Master New GX,,ATX,plus,550,false,
FSP Group Hydro G,,ATX,gold,650,Full,
SeaSonic X,,ATX,platinum,460,Full,
Nexus NX-5000 R3,,ATX,bronze,530,false,
Antec High Current Pro,,ATX,platinum,1000,Full,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,850,Full,
Cooler Master MWE BRONZE 750 V3,,ATX,bronze,750,false,Black
Thermaltake Toughpower GX1 RGB,,ATX,gold,600,false,Black
Corsair VX450,,ATX,plus,450,false,
Antec High Current Gamer,,ATX,bronze,850,Full,Black
Rosewill Capstone,,ATX,gold,750,Semi,
Silverstone Strider Platinum,,ATX,platinum,1000,Full,
Super Flower Leadex Titanium,,ATX,titanium,750,Full,Black
FSP Group HEXA 85+,,ATX,bronze,550,false,Black
Cooler Master Silent Pro M2,,ATX,bronze,720,Semi,
Thermalright TB-750,,ATX,bronze,750,Full,Black
Athena Power AP-MFATX30,,Mini ITX,bronze,300,false,
RIOTORO ENIGMA G2,,ATX,gold,650,Full,Black / Yellow
Cooler Master V Semi-Modular,,ATX,gold,650,Semi,
FSP Group Raider 650,,ATX,bronze,650,false,
Enermax ENP500AWT,,ATX,plus,500,false,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
EVGA SuperNOVA 1000 PQ,,ATX,platinum,1000,Semi,Black
Xilence XP750R10,,ATX,bronze,750,false,Black / Red
SeaSonic CORE GM,,ATX,gold,550,Semi,Black
SeaSonic S12G,,ATX,gold,550,false,
Cougar CMX700V3,,ATX,bronze,700,Semi,
Cooler Master RS,,ATX,bronze,650,false,
Silverstone Strider,,ATX,silver,600,Full,
Rosewill HERCULES-1600,,ATX,silver,1600,Semi,
Fractal Design Integra M,,ATX,bronze,750,Semi,
Xilence XP550R9,134,ATX,gold,550,false,Black / Red
Fractal Design Integra R2,,ATX,bronze,650,false,
Sentey SDP650-SS,,ATX,plus,650,false,
Cooler Master Silent Pro M2,,ATX,silver,1000,Semi,
Thortech Thunderbolt PLUS,,ATX,gold,800,Full,
Apevia AR,,ATX,,500,false,Black
Insignia NS-PCW5508,,ATX,bronze,550,false,Black
SeaSonic PRIME Gold,,ATX,gold,850,Full,
SeaSonic PRIME Platinum,,ATX,platinum,1000,Full,
Antec True Power,,ATX,gold,650,false,
Raidmax Cobra,,ATX,bronze,400,false,
In Win P75F,,ATX,gold,750,false,Black
Thermaltake Toughpower GX1 RGB,,ATX,gold,500,false,Black
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,1050,Full,Black
SeaSonic PRIME Gold,,ATX,gold,650,Full,
LC-Power LC V2.31,,ATX,platinum,550,Full,Black
Kingwin ABT-1050MM,89.99,ATX,,1050,false,
Xilence XP750MR9.2,,ATX,gold,750,Semi,Black / Red
Corsair TX850 V2,599.74,ATX,bronze,850,false,
Thermalright TP,,ATX,platinum,850,Full,White
PC Power & Cooling Silencer MK III,118.49,ATX,gold,750,Semi,
RAIJINTEK CRATOS,,ATX,gold,1000,Full,Black
Montech CENTURY,,ATX,gold,550,Full,Black
Corsair CX-750 V3,,ATX,bronze,750,false,
Corsair GS500,,ATX,plus,500,false,
FSP Group Raider S 750,,ATX,silver,750,false,
XFX XTR,,ATX,gold,550,Full,
Rosewill SMG1200,,ATX,gold,1200,Full,Black
Phanteks Revolt SFX,,SFX,platinum,750,Full,Black
Thermaltake Toughpower iRGB PLUS 1000,,ATX,gold,1000,Full,Black
Rosewill Glacier 850M,,ATX,bronze,850,Semi,
Antec EDGE,,ATX,gold,650,Full,
SeaSonic PRIME Ultra Gold 650,,ATX,gold,650,Full,Black
Rosewill Capstone,,ATX,gold,550,false,
Cooler Master Silent Pro Hybrid,,ATX,gold,1300,Full,
Raidmax RX-600AF,,ATX,bronze,600,false,
LEPA G,,ATX,gold,1600,Full,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Antec True Power,,ATX,bronze,750,Semi,
Apevia ATX-AQ700W-BK,,ATX,,700,false,
HEC HEC250SRT,,SFX,,250,false,
Cooler Master Elite,,ATX,,400,false,
Enermax EMD625AWT_II,,ATX,bronze,625,Full,
OCZ ModXStream Pro,,ATX,plus,500,Semi,
Rosewill Green,170,ATX,plus,530,false,
Thermaltake Toughpower Grand,,ATX,gold,750,Semi,
Thermaltake TR2,,ATX,bronze,450,false,
Thermaltake TR2,,ATX,bronze,500,false,
Zalman ZM770-XT,,ATX,bronze,770,Full,
Enermax NAXN ADV.,,ATX,bronze,550,false,
be quiet! Pure Power L7,,ATX,plus,350,false,
Antec VP PLUS,,ATX,plus,550,false,
Cooler Master MWE BRONZE 550 V3,,ATX,bronze,550,false,Black
Cooler Master MWE BRONZE 650 V3,,ATX,bronze,650,false,Black
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,,ATX,bronze,650,Semi,Black / Gray
BitFenix Whisper M,,ATX,gold,850,Full,
Ultra ULT-LSP550,,ATX,,550,false,
Cooler Master GXII,,ATX,bronze,750,false,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,1050,Full,Blue / Black
be quiet! Pure Power 9,,ATX,silver,400,Semi,
Rosewill LEPTON,,ATX,gold,500,Semi,Black
Rosewill CFZ,,ATX,bronze,600,Semi,Black
In Win PB,,ATX,gold,750,Full,
Antec High Current Gamer,,ATX,bronze,620,false,
Cooler Master MASTERWATT MAKER MIJ,,ATX,titanium,1200,Full,
Fractal Design Anode Bronze,216.81,ATX,bronze,550,Semi,Black
Cougar GX-F,,ATX,gold,650,Full,Black / Orange
G.Skill PS750G,,ATX,gold,750,Full,Black
SeaSonic S12G,,ATX,gold,650,false,
be quiet! System Power 10 U,,ATX,gold,850,false,Black
Rosewill ARC 550,,ATX,bronze,550,false,
Cooler Master Thunder,,ATX,,600,false,
Nfortec Sagitta RGB,,ATX,gold,850,Full,Black
Inter-Tech Coba Nitrox Nobility,,ATX,silver,700,Semi,Black / Orange
be quiet! Straight Power 10,,ATX,gold,600,false,
Sentey ERP-700-SS,,ATX,,700,false,
SeaSonic Snow Silent,,ATX,platinum,750,Full,
EVGA SuperNOVA 850 GA,350,ATX,gold,850,Full,
Super Flower Leadex V Gold Pro,,ATX,gold,1000,Full,Black
SHARKOON SilentStorm,178.52,SFX,bronze,450,false,Black
SeaSonic PRIME Platinum,,ATX,platinum,750,Full,
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,1200,Full,Black
Silverstone Essential,,ATX,gold,650,Semi,Black / Blue
Rosewill HIVE,,ATX,bronze,550,Full,
BitFenix Formula Gold 750,,ATX,gold,750,false,
LC-Power LC6450 V2.3,,ATX,bronze,450,false,Black
Rosewill Glacier 1000M,,ATX,bronze,1000,Semi,
SilentiumPC Vero M3,,ATX,bronze,700,Semi,Black
SeaSonic X,,ATX,gold,750,Full,
Cooler Master MasterWatt Maker 1500 (no Bluetooth),,ATX,titanium,1500,Full,
Cougar VTE X2,,ATX,plus,650,false,Black
SeaSonic M12II,,ATX,bronze,850,Semi,
SeaSonic Platinum,,ATX,platinum,860,Full,
Thermaltake Toughpower Grand,,ATX,platinum,700,Semi,
Zalman ACRUX,,ATX,platinum,750,Full,Black / Silver
Silverstone Strider,,ATX,bronze,600,false,
Antec Earthwatts Green,104.64,ATX,bronze,430,false,
Antec NeoECO,,ATX,bronze,520,false,
Cooler Master eXtreme Power Plus,,ATX,,700,false,
Raidmax RX-850AE,,ATX,gold,850,Semi,
Silverstone Strider,,ATX,bronze,650,false,
be quiet! System Power U9,,ATX,bronze,500,false,Black
be quiet! System Power U9,,ATX,bronze,700,false,Black
Thermaltake Toughpower iRGB PLUS 850 Platinum,,ATX,platinum,850,Full,Black
Rosewill CFZ,,ATX,bronze,750,Semi,Black
SHARKOON Rebel P30 Gold,,ATX,gold,1000,Full,White
Antec High Current Gamer,,ATX,bronze,400,Semi,
Super Flower Legion GX Pro,,ATX,gold,850,Semi,Black
FSP Group Hydro PTM PRO,,ATX,platinum,650,Full,Black
Antec Earthwatts Green,,ATX,bronze,350,false,
be quiet! Pure Power L7,,ATX,plus,530,false,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,750,Full,
XFX XT,,ATX,bronze,500,false,
Gigabyte Odin GT 800,,ATX,plus,800,Semi,Black
RAIJINTEK CRATOS,,ATX,gold,1200,Full,Black
Super Flower Leadex III Super Pro,,ATX,bronze,650,Full,Black
BitFenix Whisper M,,ATX,gold,650,Full,
BitFenix Whisper M,,ATX,gold,450,Full,
Thermaltake Smart,,ATX,bronze,1200,Semi,
GAMDIAS ASTRAPE M1,,ATX,plus,550,false,Black / Multicolor
FSP Group HEXA 85+,,ATX,bronze,850,false,Black
Raidmax RX-700AC,,ATX,bronze,700,Semi,
Cooler Master Silent Pro M2,,ATX,bronze,620,Semi,
Raidmax RX-635AP,,ATX,bronze,635,Semi,
Apevia Beast,,ATX,,550,false,
Zalman zm-500-LE,,ATX,,500,false,
Xigmatek Vector,,ATX,gold,850,Semi,
EVGA 550 GD,,ATX,gold,550,false,Black
Zalman TX,,ATX,,600,false,
Segotep GF,,SFX,gold,750,Full,White
SeaSonic PRIME Titanium,,ATX,titanium,650,Full,
SHARKOON SilentStorm Icewind,,ATX,bronze,550,Semi,White / Black
Rosewill HERCULES-1600S,,ATX,gold,1600,Semi,
Replace Power RP-TFX-420W,,TFX,,420,false,
Rosewill Lightning,,ATX,gold,1000,Semi,
Antec High Current Gamer,,ATX,bronze,520,false,
Thermaltake Toughpower,,ATX,gold,750,false,
XFX Core Edition,,ATX,bronze,750,false,
XFX TS,,ATX,gold,750,false,
FSP Group AU-500FL,,ATX,gold,500,Semi,
Silverstone Strider,,ATX,plus,400,false,
SeaSonic SS-500ES Bronze,,ATX,bronze,500,false,
OCZ ZS,,ATX,bronze,550,false,
OCZ ZS,,ATX,bronze,650,false,
Cougar BXM850,,ATX,bronze,850,Semi,Orange / Black
Fractal Design Integra R2,,ATX,bronze,750,false,
be quiet! Straight Power 10 CM,,ATX,gold,700,Semi,
Linkworld LPG12-35-p4,,ATX,,550,false,
Sentey ERP-600-SS,,ATX,,600,false,
Antec NeoECO Platinum,,ATX,platinum,650,Full,Black
Cooler Master New GX,170,ATX,bronze,450,false,
SeaSonic ECO,,ATX,bronze,430,false,
Super Flower Golden Green HX,,ATX,gold,550,false,
Thermaltake Toughpower,,ATX,gold,1000,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,550,Full,
Thermaltake Toughpower DPS G,,ATX,gold,450,Full,
SeaSonic SS-300TFX Bronze,89.99,TFX,bronze,300,false,
SHARKOON Rebel P20 750,,ATX,,750,Full,Black
SHARKOON Rebel P30 Gold,,ATX,gold,1000,Full,Black
Antec High Current Gamer PRO ATX3.1,,ATX,platinum,1000,Full,Black
Antec Earthwatts,124.98,ATX,bronze,500,false,
XFX Black Edition,,ATX,silver,750,Full,
Antec High Current Gamer Gold,,ATX,gold,1000,Full,Black
Xilence XP850MR9.2,,ATX,gold,850,Semi,Black / Red
Corsair CX-600 V3,,ATX,bronze,600,false,
Antec VP,,ATX,,600,false,
Cooler Master V450,,ATX,gold,450,Semi,
Enermax REVOLUTION X't,,ATX,gold,430,Semi,
be quiet! Pure Power 10 CM,,ATX,silver,500,Semi,
Thermaltake Toughpower,,ATX,plus,1200,Full,
Rosewill Glacier 600M,,ATX,bronze,600,Semi,
Thermaltake Smart,,ATX,plus,630,false,
Thermaltake Toughpower XT,,ATX,platinum,1275,Semi,
Thortech Thunderbolt PLUS,,ATX,gold,1200,Full,
Chieftec Polaris 3.0,233.7,ATX,gold,850,Full,Black
Chieftec Polaris 3.0,,ATX,gold,1250,Full,Black
Gigabyte UD850GM-A PG5,,ATX,gold,850,Full,Black
Raidmax RX-530SS,,ATX,,530,Semi,
Raidmax RX-630SS,,ATX,,630,Semi,
FSP Group Dagger 500,,SFX,gold,500,Full,Black
Zalman ACRUX,,ATX,platinum,850,Full,Black / Silver
Apevia ATX-JV650W,,ATX,,650,false,
Apevia ATX-WA900W,,ATX,,900,false,
HEC X-Power Pro 600,,ATX,,600,false,
XFX ProSeries,,ATX,gold,1050,Full,
OCZ Fatal1ty,,ATX,plus,550,Semi,
Silverstone Strider,,ATX,bronze,500,Full,
Antec Earthwatts,,ATX,platinum,450,false,
Antec EarthWatts Platinum,,ATX,platinum,550,false,
GameMax GM,,ATX,gold,1650,false,Black
Antec NeoECO 550 Gold,,ATX,gold,550,Semi,Black
Cougar LX500,,ATX,bronze,500,Full,Black
be quiet! Dark Power Pro 10,,ATX,gold,1200,Semi,
be quiet! Dark Power Pro 10,,ATX,platinum,850,Semi,
Cooler Master i700,,ATX,bronze,700,false,
FSP Group Twins,,ATX,gold,500,false,
Raidmax Cobra,,ATX,gold,600,Semi,
Rosewill Capstone,,ATX,gold,650,Semi,
LEPA B650-SA,,ATX,bronze,650,false,
BitFenix Whisper M,,ATX,gold,550,Full,
Super Flower Leadex V Pro,,ATX,gold,1000,Full,White
FSP Group HEXA 85+,,ATX,bronze,350,false,Black
FSP Group Dagger 600,,SFX,gold,600,Full,Black
In Win GreenMe 650,,ATX,bronze,650,false,
Rosewill SMG850,,ATX,gold,850,Full,Black
Thermalright TB-650,,ATX,bronze,650,Full,Black
Cooler Master GX,,ATX,plus,750,Semi,
Rosewill Fortress,,ATX,platinum,750,false,
In Win P65F,,ATX,gold,650,false,Black
LC-Power LC1200P V3.0,,ATX,platinum,1200,Full,Black
RIOTORO BUILDER,,ATX,plus,600,false,Black / Red
Cougar VTX,,ATX,bronze,700,false,
KOLINK KL-850M,,ATX,bronze,850,Semi,Black
Segotep GM,,ATX,gold,1000,Full,White
Kingwin Lazer,,ATX,bronze,1000,Semi,
Cooler Master V Semi-Modular,,ATX,gold,550,Semi,
FSP Group Hydro X,,ATX,gold,550,false,
FSP Group Raider 750,,ATX,bronze,750,false,
OCZ ZX,,ATX,gold,850,Semi,
Thermaltake Toughpower Grand,,ATX,gold,1200,false,
Thermaltake Toughpower,,ATX,gold,650,false,
Thermalright TP,,ATX,platinum,850,Full,Black
ADATA XPG Core Reactor II VE,,ATX,gold,650,Full,
XFX Core Edition,,ATX,bronze,650,false,
Tacens AP II,,ATX,,500,false,Black / Green
Zalman TeraMax II,,ATX,gold,1200,Full,Black
Silverstone SX300-B,,SFX,bronze,300,false,Black
Cougar GX-F,,ATX,gold,750,Full,Black / Orange
Cooler Master Hyper White,,ATX,plus,500,false,Black
SeaSonic Platinum,,ATX,platinum,520,Full,
EVGA SuperNOVA 1000 PS,,ATX,platinum,1000,Full,
Cooler Master MWE 400,,ATX,plus,400,false,Black
FSP Group AURUM 92+,,ATX,platinum,450,Semi,
LEPA MaxBron,,ATX,bronze,1000,Semi,
FSP Group Raider S 650,,ATX,silver,650,false,
Rosewill ARC M650,,ATX,bronze,650,Semi,
BitFenix Fury,,ATX,gold,750,Semi,
Xilence XP530R8,,ATX,bronze,530,false,Black / Red
Xilence XP630R8,,ATX,bronze,630,false,Black / Red
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,850,Full,Black
Cougar COUGAR-GX700,,ATX,gold,700,Full,
Enermax RevoBron,,ATX,bronze,500,Semi,Black
Azza PSAZ-850B14,,ATX,,850,false,
XFX ProSeries,,ATX,bronze,450,false,
Ultra X4 Special Edition,,ATX,bronze,850,Full,
Cooler Master GXII,,ATX,bronze,550,false,
Super Flower Golden Silent,,ATX,platinum,500,Semi,
Xilence XP750R12.ARGB,219.83,ATX,gold,750,false,Black
Thermalright TPFX750,,SFX,platinum,750,Full,White
SeaSonic SS-850HT Silver,169,ATX,silver,850,false,
Logisys PS550E12,,ATX,,550,false,
GameMax GM-1050,,ATX,silver,1050,Semi,
Raidmax Vampire,,ATX,gold,900,Semi,
Raidmax Vampire,,ATX,gold,700,Semi,
BitFenix Formula Gold 450,,ATX,gold,450,false,
Enermax REVOLUTION X't,,ATX,gold,630,Semi,
Antec VP,,ATX,plus,550,false,
Fractal Design Edison M,,ATX,gold,450,Semi,
Fractal Design Edison M,,ATX,gold,550,Semi,
Fractal Design Edison M,,ATX,gold,650,Semi,
SeaSonic PRIME Ultra Platinum 850,,ATX,platinum,850,Full,Black
Cougar VTE X2,,ATX,plus,600,false,Black
be quiet! Pure Power 10 CM,,ATX,silver,700,Semi,
Apevia ATX-VS450W,,ATX,,450,false,
Thermaltake Smart,,ATX,plus,530,false,
Rosewill RD-Z,,ATX,plus,500,false,Black
Chieftec Polaris Pro,,ATX,platinum,1300,Full,Black
LEPA N,,ATX,,500,false,
Zalman ACRUX,,ATX,platinum,1200,Full,Black / Silver
Antec True Power,,ATX,bronze,750,Full,
Apevia ATX-AS500W-BK,,ATX,,500,false,
Apevia ATX-WA750W,,ATX,,750,false,
OCZ StealthXstream II,,ATX,plus,600,false,
OCZ StealthXstream II,,ATX,plus,700,false,
Rosewill Stallion,,ATX,,400,false,
Rosewill Lightning,,ATX,gold,800,Semi,
Rosewill RP600V2-S-SL,,ATX,,600,false,
Silverstone Nightjar,,ATX,bronze,400,false,
SeaSonic SSP-350SE,,ATX,bronze,350,false,
Thermaltake Toughpower Grand,,ATX,gold,650,Semi,
Thermaltake Toughpower XT,,ATX,bronze,775,Full,
Thermaltake TR2,,ATX,bronze,600,false,
Enermax NAXN ADV.,,ATX,bronze,650,Semi,
FSP Group AURUM S 500W,,ATX,gold,500,false,
Rosewill Quark 1000,,ATX,platinum,1000,Full,
Xion AXP-850K14XE,,ATX,bronze,850,Semi,
be quiet! STRAIGHT POWER E9 | 400W,,ATX,gold,400,false,
be quiet! Dark Power Pro 10,,ATX,gold,750,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,1000,Semi,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1000,Full,
Cooler Master Extreme 2,,ATX,,525,false,
EVGA SuperNOVA 750 T2,,ATX,titanium,750,Full,
GameMax GM,,ATX,gold,500,Semi,Black
Raidmax Scorpio,,ATX,bronze,535,Semi,Black / Blue
iTek GF EVO,,ATX,gold,850,Full,Black
Thermaltake Smart,,ATX,bronze,1000,Semi,
Cooler Master MasterWatt Maker,,ATX,titanium,1200,Full,
Athena Power AP-MFATX22,,Mini ITX,,220,false,
Cougar GX-S,,ATX,gold,450,false,
Silverstone Strider,,ATX,gold,700,false,
Antec High Current Pro,,ATX,platinum,1300,Full,
Cooler Master MPW-5502-ACABW 230V,,ATX,plus,550,false,
Deepcool DN400,,ATX,,400,false,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Antec EarthWatts Platinum,,ATX,platinum,650,false,
SeaSonic PRIME Gold,,ATX,gold,750,Full,
RIOTORO ENIGMA G2,,ATX,gold,750,Full,Black / Yellow
Antec High Current Gamer,,ATX,bronze,750,Semi,
SeaSonic G,,ATX,gold,750,Semi,
OCZ StealthXStream,,ATX,,700,false,
KOLINK Classic Power,,ATX,bronze,400,false,Black / Red
SeaSonic SS-350TGM Retail,,TFX,gold,350,Full,
OCZ ZX,,ATX,gold,1000,Full,
NZXT HALE82 V2 700W,,ATX,bronze,700,Full,
Enermax ENP350AST,,ATX,,350,false,
Rosewill LEPTON 700,,ATX,gold,700,Semi,
SeaSonic Platinum,,ATX,platinum,1200,Full,
SeaSonic X,,ATX,gold,660,Full,
XFX P1-450S-XXB9,,ATX,bronze,450,false,
XFX Core Edition,,ATX,bronze,850,false,
Raidmax RX-500AF,,ATX,bronze,500,false,
be quiet! Pure Power L8,,ATX,bronze,700,false,
FSP Group AURUM GOLD 600,,ATX,gold,600,false,
XFX P1-550S-XXB9,,ATX,bronze,550,false,
Phanteks PH-P650GS,,ATX,gold,650,false,Black
Phanteks PH-P750GS,,ATX,gold,750,false,Black
Raidmax Cobra,,ATX,gold,1000,Semi,
Cougar GX-F,,ATX,gold,550,Full,Black / Orange
FSP Group Berserker 500,,ATX,bronze,500,false,
Cougar CMX550V3,,ATX,bronze,550,Semi,
Kuroutoshikou KRPW-L5-500W/80+,,ATX,plus,500,false,
Rosewill PHOTON-1200,,ATX,gold,1200,Full,
LC-Power LC1000 V2.4,,ATX,platinum,1000,Full,Black
be quiet! System Power 10 U,,ATX,bronze,550,false,Black
Super Flower Leadex III ARGB Pro,,ATX,gold,650,Full,Black
In Win A45,,ATX,plus,450,false,Black
Nfortec Sagitta RGB,,ATX,gold,650,Full,Black
Thermaltake TR2,,ATX,bronze,450,false,
Fractal Design Tesla R2,,ATX,gold,500,false,
Cougar CMX1200V3,,ATX,bronze,1200,Semi,
be quiet! Straight Power 10,,ATX,gold,400,false,
Aerocool XPredator GM,,ATX,gold,1000,Semi,Black
Enermax REVOLUTION DUO,,ATX,gold,700,false,Black
Cougar COUGAR-1000CMX,,ATX,bronze,1000,false,
Cooler Master MasterWatt,,ATX,bronze,450,Semi,Black
Kingwin STR-500,,ATX,platinum,500,Semi,
SeaSonic PRIME Gold,,ATX,gold,1200,Full,
Super Flower Leadex Gold,,ATX,gold,1000,Full,
LC-Power LC6560GP3 V2.3 230V,,ATX,silver,560,false,Black
Super Flower Leadex Gold,,ATX,gold,1300,Full,
Thermaltake Smart DPS G,,ATX,gold,750,Semi,
Silverstone DA700,,ATX,,700,Full,
SeaSonic Platinum,134.69,ATX,bronze,600,false,
Antec True Power,222.02,ATX,bronze,850,Full,
Thermalright TGFX650,,SFX,gold,650,Full,Black
SHARKOON Rebel P30 Gold,308.13,ATX,gold,850,Full,Black
Corsair TX750 V2,320,ATX,bronze,750,false,
Cooler Master V550S,,ATX,gold,550,Semi,
Raidmax Vampire,,ATX,gold,1000,Semi,
Thermaltake Toughpower,,ATX,silver,1500,Semi,
Thermaltake Litepower,,ATX,,600,false,
be quiet! POWER 2,,SFX,bronze,300,false,
Fractal Design Edison M,,ATX,gold,750,Semi,
SHARKOON WPC Bronze,,ATX,bronze,550,false,Black
Ultra ULT-LS500,,ATX,,500,false,Silver
Super Flower Leadex Platinum,,ATX,platinum,750,Full,Black
Corsair CS550M,,ATX,gold,550,Semi,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Zalman ZM1000-HP,,ATX,plus,1000,Full,
Cougar POLAR X2,,ATX,platinum,1050,Full,White / Gray
Chieftec Polaris,,ATX,gold,1250,Full,Black
PC Power & Cooling Silencer MK III,,ATX,bronze,600,Semi,
Gigabyte UD850GM-A,,ATX,gold,850,Full,Black
E-Power EP-600NE-XV,,ATX,,600,false,
Sparkle SPI460PFB2-MC2,,ATX,plus,460,false,
Enermax RevoBron TGA,,ATX,bronze,700,Semi,Black
Antec Basiq,,ATX,plus,430,false,
Antec NeoECO,,ATX,plus,400,false,
Antec True Power,,ATX,bronze,550,Full,
HEC Raptor500,,ATX,,500,false,
HEC HEC350TEWX,,ATX,plus,350,false,
Cooler Master eXtreme Power Plus,,ATX,,500,false,
Cooler Master Silent Pro M,,ATX,bronze,1000,Semi,
CoolMax CA-300,,ATX,,300,false,
Gigabyte GE-P450P-C2,,ATX,plus,550,false,
XFX P1-650X-CAH9,,ATX,bronze,650,Full,
Rosewill CFZ,,ATX,bronze,500,Semi,Black
Antec Earthwatts Green,,ATX,bronze,450,false,
Antec Earthwatts,,ATX,bronze,550,false,
GameMax GM,,ATX,gold,1800,false,Black
Corsair CX400,,ATX,plus,400,false,
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
Mars Gaming MP700,,ATX,,700,false,
Antec NeoECO V2,,ATX,bronze,550,Semi,Black
Thermaltake TR2,,ATX,gold,600,false,
Super Flower Leadex III Super Pro,,ATX,bronze,550,Full,Black
iTek GF EVO,,ATX,gold,1000,Full,Black
Apex AG-M,,ATX,gold,650,Full,Black
Enermax ETL450AWT-M,,ATX,bronze,450,Semi,
FSP Group Berzerker,,ATX,bronze,500,false,
Enermax REVOLUTION X't II,,ATX,gold,650,Semi,
GAMDIAS ASTRAPE P1 G,,ATX,gold,750,Full,Black / Multicolor
Antec EA-750 Platinum,,ATX,platinum,750,false,
Thermalright TB850S,,ATX,bronze,850,false,Black
Xigmatek NRP-MC702,,ATX,bronze,700,Full,
Xigmatek NRP-MC1002,,ATX,bronze,1000,Full,
XClio DIAMONDPOWER 880W,,ATX,,880,false,
StarTech ATX2POWER450,,ATX,,450,false,
Azza PSAZ-850PT14,,ATX,platinum,850,Semi,
Sentey MBP HM,,ATX,bronze,750,Semi,Black
Sentey MBP HM,,ATX,bronze,850,Semi,Black
KOLINK Continuum,,ATX,platinum,850,Full,Black
KOLINK Continuum,,ATX,platinum,1050,Full,Black
KOLINK KL-400,,ATX,bronze,400,false,Black
XFX P1-850X-XXB9,,ATX,bronze,850,Semi,
PC Power & Cooling Silencer Mk II,,ATX,silver,750,false,
Cooler Master V Gold,,ATX,gold,750,Full,Black
Cooler Master G450M,,ATX,bronze,450,Semi,
KOLINK KL-SFX450,,SFX,bronze,450,false,Black / Green
In Win IP-P300BN7-2,,ATX,plus,300,false,
FSP Group ATX300-PA,,ATX,,300,false,
Noua Volture GX-MV,,ATX,gold,850,Full,Black
Enermax Platimax D.F.,,ATX,platinum,1050,Full,Black
Enermax Platimax D.F.,,ATX,platinum,850,Full,
Cougar GX V3,,ATX,gold,800,Semi,Black / Gold
Rosewill SMG1050,,ATX,gold,1050,Full,Black
Thermaltake Toughpower Grand,,ATX,gold,850,Full,
Thermaltake Toughpower Grand,,ATX,gold,750,Full,
Raidmax Thunder RGB,,ATX,bronze,535,Semi,Black
"FSP Group Hydro PTM PRO,Gen5",,ATX,platinum,1650,Full,Black
FSP Group VITA-650GM,,ATX,gold,650,Full,Black
FSP Group Raider S 450,,ATX,silver,450,false,
BitFenix BFG GOLD ATX3.0,,ATX,gold,1000,Full,Black
FSP Group AURUM GOLD 700,,ATX,gold,700,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,650,false,
EVGA SuperNOVA 850 PQ,,ATX,platinum,850,Semi,Black
Sparkle ATX-300PN-B204,,ATX,,300,false,
Rosewill Capstone G850,,ATX,gold,850,Semi,
Thermaltake Litepower,,ATX,,350,false,
OCZ Fatal1ty,,ATX,bronze,750,Full,
Cougar CMD 600,,ATX,bronze,600,Semi,Black / Blue
Cooler Master New GX,,ATX,bronze,450,false,
Rosewill SMG750,,ATX,gold,750,Full,Black
Topower TOP-1000WG,,ATX,gold,1000,false,
Silverstone Strider,,ATX,gold,1500,Full,
Raidmax Cobra,,ATX,gold,1200,Semi,Black / Gold
Nfortec Sagitta RGB,,ATX,gold,750,Full,Black
Fractal Design Integra R2,,ATX,bronze,500,false,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,800,Semi,Black / Orange
Cougar COUGAR-RS650,,ATX,plus,650,false,
Cooler Master eXtreme Power Plus,,ATX,,500,false,
Antec True Power,,ATX,gold,550,false,
Silverstone NJ600,,ATX,titanium,600,Full,Silver
Super Flower Golden Green HX,,ATX,gold,750,false,
Super Flower SF-1200F14MP White,,ATX,platinum,1200,Full,
Thermaltake Toughpower,,ATX,gold,1200,Semi,
iStarUSA TC-1200PD8G,310.99,ATX,,1200,Full,Gray
Thermaltake Toughpower DPS G,,ATX,gold,650,Full,
LEPA G800-MB,,ATX,gold,800,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
Thermalright AG-850,,ATX,gold,850,Full,White
SeaSonic Platinum,,ATX,platinum,760,Full,
